,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
2410,2410,2.0,0.3692,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['rd', 'anniversary', 'first', 'covid', 'lockdown', 'let', 'come_together', 'remember', 'love']"
2411,2411,0.0,0.438,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['rd', 'anniversary', 'first', 'covid', 'lockdown', 'let', 'come_together', 'remember', 'loved_one', 've', 'die', 'support', 'people', 'grieve', 'connect', 'each_oth', 'ctm', 'support', 'silence', 'midday']"
2412,2412,1.0,0.688,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['blog', 'post', 'orange', 'covid', 'pandemic', 'state', 'lockdown', 'shouldn', 'lead', 'congestion', 'effect']"
2413,2413,1.0,0.688,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['blog', 'post', 'orange', 'covid', 'pandemic', 'state', 'lockdown', 'shouldn', 'lead', 'congestion', 'effect']"
2414,2414,2.0,0.4757,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['daily', 'enjoy', 'tear', 'gas', 'receice', 'comfort', 'make', 'hrs', 'survive', 'covid', 'curfew', 'evict', 'night', 'mean', 'go', 'anywhere', 'due', 'lockdown', 'good', 'thing', 'go', 'plant', 'feed', 'rioter', 'get', 'more', 'energy']"
2415,2415,1.0,0.688,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['blog', 'post', 'orange', 'covid', 'pandemic', 'state', 'lockdown', 'shouldn', 'lead', 'congestion', 'effect']"
2416,2416,1.0,0.8306,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['blog', 'post', 'orange', 'covid', 'pandemic', 'state', 'lockdown', 'shouldn', 'lead', 'congestion', 'effect', 'network', 'make', 'deal', 'traffic', 'peak', 'usually', 'take', 'place', 'evening', 'particular', 'high', 'audience', 'event', 'show']"
2417,2417,1.0,0.8306,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['blog', 'post', 'orange', 'covid', 'pandemic', 'state', 'lockdown', 'shouldn', 'lead', 'congestion', 'effect', 'network', 'make', 'deal', 'traffic', 'peak', 'usually', 'take', 'place', 'evening', 'particular', 'high', 'audience', 'event', 'show']"
2418,2418,1.0,0.8092,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['whole', 'world', 'survive', 'year', 'lockdown', 'covid', 'therefore', 'way', 'raila', 'odinga', 'distabilise', 'economy', 'mzee', 'just', 'need', 'handshake', 'more']"
2419,2419,1.0,0.7064,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['way', 'connect', 'fan', 'even', 'covid', 'impact', 'popularity', 'league', 'let']"
2420,2420,3.0,0.9203,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['boris_johnson', 'admit', 'mislead', 'british', 'mp', 'covid', 'lockdown', 'party']"
2421,2421,1.0,0.7579,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['hundred', 'gather', 'common', 'draw', 'attention', 'violence', 'woman', 'face', 'day', 'police', 'break', 'rally', 'say', 'violation', 'covid', 'lockdown', 'rule']"
2422,2422,2.0,0.4227,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['just', 'stop', 'embarrass', 'covid', 'lockdown', 'normal', 'time', 'course', 'people', 'socialise', 'normal', 'time']"
2423,2423,2.0,0.4243,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['anniversary', 'lockdown', 'amp', 'date', 'inscribe', 'covid', 'pillar', 'hold']"
2424,2424,1.0,0.9006,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['go', 'pseudo', 'journalist', 'call', 'people', 'racist', 'tell', 'see', 'racism', 'tell', 'covid', 'vaccine', 'push', 'mask', 'lockdown', 'journalist']"
2425,2425,1.0,0.8257,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['current', 'situation', 'covid', 'outbreak', 'lockdown', 'get', 'so', 'distress', 'citizen', 'responsibil']"
2426,2426,2.0,0.6031,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['little', 'bit', 'good', 'little', 'bit', 'good', 'put', 'together', 'overwhelm', 'world', 'desmo']"
2427,2427,0.0,0.8859,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['lockdown', 'sim_block', 'cash_atm', 'year']"
2428,2428,3.0,0.6,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['londoner', 'fine', 'birthday', 'party', 'covid', 'lockdown', 'evening', 'standard']"
2429,2429,1.0,0.9128,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['vishal_more', 'amp', 'inequality', 'using_household', 'expenditure_data', 'collected_by']"
2430,2430,3.0,0.6566,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['month', 'fasting', 'arrived_so', 'let', 'ask_allah', 'ceaseless_assistance', 'support']"
2431,2431,2.0,0.6637,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['find', 'little', 'home', 'mountain', 'village', 'tuanadatu', 'sarangani', 'covid']"
2432,2432,0.0,0.8859,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['lockdown', 'sim_block', 'cash_atm', 'year']"
2433,2433,3.0,0.6566,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['month', 'fasting', 'arrived_so', 'let', 'ask_allah', 'ceaseless_assistance', 'support']"
2434,2434,0.0,0.7243,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['date', 'big', 'lockdown', 'battle', 'begin']"
2435,2435,3.0,0.7657,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['aggrieve', 'issue', 'insecurity', 'affect', 'lga', 'construction', 'road', 'affect', 'lot', 'mini', 'trader', 'shop', 'lockdown', 'saga', 'covid', 'hick', 'teacher', 'tsa', 'business', 'usual', 'ban', 'motorcycle']"
2436,2436,3.0,0.8773,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['admit', 'misled_parliament', 'covid', 'lockdown', 'party']"
2437,2437,3.0,0.8961,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['admit', 'misled_parliament', 'covid', 'lockdown', 'party', 'power']"
2438,2438,0.0,0.6753,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['thank', 'lovely', 'feature', 'meet', 'wife', 'beginning', 'covid', 'lockdown', 'congratulation', 'read', 'here']"
2439,2439,1.0,0.7263,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['first', 'case', 'covid', 'lead', 'implementation', 'countrywide']"
2440,2440,3.0,0.9203,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['boris_johnson', 'admit', 'mislead', 'british', 'mp', 'covid', 'lockdown', 'party']"
2441,2441,3.0,0.8773,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['admit', 'misled_parliament', 'covid', 'lockdown', 'party']"
2442,2442,1.0,0.8739,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['triumph', 'useless', 'lockdown', 'fanatic']"
2443,2443,3.0,0.6566,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['month', 'fasting', 'arrived_so', 'let', 'ask_allah', 'ceaseless_assistance', 'support']"
2444,2444,3.0,0.6566,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['month', 'fasting', 'arrived_so', 'let', 'ask_allah', 'ceaseless_assistance', 'support']"
2445,2445,3.0,0.8773,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['admit', 'misled_parliament', 'covid', 'lockdown', 'party']"
2446,2446,1.0,0.7767,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['lockdown', 'step', 'roadmap', 'that', 'far', 'freedom', 'day']"
2447,2447,0.0,0.8859,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['lockdown', 'sim_block', 'cash_atm', 'year']"
2448,2448,0.0,0.3865,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['rd', 'boris_johnson', 'announce', 'nationwide', 'lockdown', 'curb', 'widen', 'outbreak', 'covid']"
2449,2449,0.0,0.7175,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['covid', 'lockdown', 'sim_block', 'cash_atm', 'year', 'different', 'problem', 'bless', 'imr']"
2450,2450,1.0,0.3309,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['bless', 'daddy', 'speak', 'truth', 'need', 'only', 'person', 'set', 'people', 'leave', 'alone', 'think', 'covid', 'pandemic', 'lockdown', 'teach', 'lesson', 'restrict', 'cohabit', 'let', 'lead']"
2451,2451,2.0,0.7462,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['money', 'market', 'fund', 'mmfs', 'widely', 'use', 'company', 'day', 'day', 'financing', 'purpose', 'mmfs', 'uni']"
2452,2452,1.0,0.8029,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['covid', 'lockdown', 'story', 'guard', 'dhs', 'office', 'just', 'month', 'contract', 'covid', 'day', 'new', 'policy', 'return', 'give', 'various', 'assignment', 'all', 'northern', 'now', 'mind']"
2453,2453,0.0,0.9492,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['job_losse', 'great', 'lockdown', 'petroulakis', 'study', 'short', 'term', 'labor', 'market', 'effect']"
2454,2454,0.0,0.9709,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['countryside', 'urban', 'exodus', 'year', 'lockdown', 'empty', 'first', 'covid', 'lockdown', 'announce', 'city', 'dweller', 'flee', 'seek', 'refuge', 'countryside', 'year', 'later', 'become']"
2455,2455,1.0,0.4437,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['today', 'last', 'day', 'share', 'share', 'message', 'below', 'feature', 'special', 'post', 'honor', 'health', 'care', 'worker', 'third', 'anniversary', 'covid', 'lockdown']"
2456,2456,3.0,0.3775,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['covidindia', 'pandemic', 'treaty', 'warrant', 'pcr', 'test', 'fit', 'detect', 'covid', 'mask', 'prevent', 'covid', 'spread', 'promote', 'anxiety', 'spread', 'lockdown', 'save', 'live', 'crush', 'life', 'censorship', 'covid', 'management', 'warrant']"
2457,2457,1.0,0.8066,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['there', 'well', 'explanation', 'excess', 'death', 'see', 'wake', 'lockdown']"
2458,2458,1.0,0.6141,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['model', 'study', 'predict', 'alcohol', 'related', 'harm', 'continue', 'increase', 'medium', 'term', 'follow']"
2459,2459,2.0,0.6586,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['find', 'little', 'home', 'mountain', 'village', 'tuanadatu', 'sarangani', 'covid', 'lockdown', 'allow', 'focus', 'passion', 'design', 'unique', 'outfits']"
2460,2460,2.0,0.8698,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['population_density', 'sweden', 'km', 'population_density']"
2461,2461,1.0,0.9565,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['oca', 'find', 'force', 'majeure', 'clause', 'allow', 'rent', 'free', 'lease', 'extension', 'covid', 'lockdown', 'period']"
2462,2462,1.0,0.6141,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['model', 'study', 'predict', 'alcohol', 'related', 'harm', 'continue', 'increase', 'medium', 'term', 'follow']"
2463,2463,1.0,0.6862,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['model', 'study', 'predict', 'alcohol', 'related', 'harm', 'continue', 'increase', 'medium', 'term', 'follow', 'pandemic', 'relate', 'change', 'consumption', 'covid', 'large', 'impact', 'alcohol', 'related', 'health', 'harm', 'lockdown', 'potentially']"
2464,2464,1.0,0.7792,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['well', 'explanation', 'excess', 'death', 'see', 'wake', 'lockdown']"
2465,2465,0.0,0.9492,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['job_losse', 'great', 'lockdown', 'petroulakis', 'study', 'short', 'term', 'labor', 'market', 'effect']"
2466,2466,0.0,0.3411,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['cheer', 'lockdown', 've', 'get', 'random', 'task', 'wanna', 'hear', 'highly', 'recommend', 'write', 'diary', 'amp', 'start', 'unite', 'hope', 'make', 'happy', 'today']"
2467,2467,0.0,0.4794,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'lockdown', 'here', 'covid', 'teach', 'grief', 'appalachia']"
2468,2468,2.0,0.5415,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['uh_game', 'really_just', 'come', 'become', 'big', 'covid', 'lockdown', 'relief', 'make', 'seri']"
2469,2469,0.0,0.7687,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'first', 'covid', 'lockdown', 'disabled', 'people', 'make', 'di']"
2470,2470,0.0,0.7687,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'first', 'covid', 'lockdown', 'disabled', 'people', 'make', 'di']"
2471,2471,1.0,0.6814,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['young', 'people', 'country', 'document', 'lockdown', 'isolation', 'school', 'closure', 'change', 'education', 'value', 'priority', 'amp', 'social', 'reality', 'grow', 'covid', 'study', 'lead', 'impact', 'find', 'lockdown', 'back']"
2472,2472,1.0,0.6483,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['law', 'compliance', 'topical', 'piece', 'research', 'examine', 'public', 'attitude', 'understanding', 'lockdown', 'restriction', 'affect', 'people', 'level', 'compliance', 'report', 'here']"
2473,2473,2.0,0.4196,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['anniversary', 'lockdown', 'amp', 'date', 'inscribe', 'covid', 'pillar', 'hold', 'short', 'event', 'coincide', 'national', 'day', 'reflection', 'remember', 'die', 'amp', 'support', 'bereaved', 'all']"
2474,2474,0.0,0.9283,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['job_losse', 'great', 'lockdown', 'petroulakis', 'study', 'short', 'term', 'labor', 'market', 'effect', 'covid', 'pandemic', 'finding', 'show', 'task_content', 'important', 'predictor']"
2475,2475,1.0,0.7263,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['first', 'case', 'covid', 'lead', 'implementation', 'countrywide']"
2476,2476,3.0,0.6566,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['month', 'fasting', 'arrived_so', 'let', 'ask_allah', 'ceaseless_assistance', 'support']"
2477,2477,1.0,0.9223,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['shocking_trail', 'bhumi_pednekar', 'film', 'covid', 'lockdown', 'migration_taken', 'series']"
2478,2478,1.0,0.7262,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['first', 'case', 'covid', 'lead', 'implementation', 'countrywide']"
2479,2479,0.0,0.7687,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'first', 'covid', 'lockdown', 'disabled', 'people', 'make', 'di']"
2480,2480,1.0,0.9223,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['shocking_trail', 'bhumi_pednekar', 'film', 'covid', 'lockdown', 'migration_taken', 'series']"
2481,2481,1.0,0.7687,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['uganda_register', 'first', 'case', 'covid', 'lead', 'implementation', 'countrywide', 'lockdown', 'lockdown', 'find']"
2482,2482,1.0,0.9128,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['vishal_more', 'amp', 'inequality', 'using_household', 'expenditure_data', 'collected_by']"
2483,2483,3.0,0.6566,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['month', 'fasting', 'arrived_so', 'let', 'ask_allah', 'ceaseless_assistance', 'support']"
2484,2484,1.0,0.7263,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['first', 'case', 'covid', 'lead', 'implementation', 'countrywide']"
2485,2485,1.0,0.7687,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['first', 'case', 'covid', 'lead', 'implementation', 'countrywide', 'lockdown', 'lockdown', 'find', 'visionupdate']"
2486,2486,1.0,0.7353,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['reminder', 'time', 'act', 'now', 'mayor', 'call', 'complete', 'lockdown', 'covid', 'express', 'frustration']"
2487,2487,0.0,0.3311,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic",[]
2488,2488,1.0,0.4629,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['huge', 'event', 'young', 'generation', 'country', 'anticipate', 'attend', 'festival', 'long', 'lockdown', 'covid', 'last', 'year', 'drive', 'crowd', 'narrow', 'alley', 'understand', 'well', 'check', 'prepare', 'former', 'mayor']"
2489,2489,1.0,0.9223,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['shocking_trail', 'bhumi_pednekar', 'film', 'covid', 'lockdown', 'migration_taken', 'series']"
2490,2490,1.0,0.9128,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['vishal_more', 'amp', 'inequality', 'using_household', 'expenditure_data', 'collected_by']"
2491,2491,0.0,0.7687,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'first', 'covid', 'lockdown', 'disabled', 'people', 'make', 'di']"
2492,2492,0.0,0.7687,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'first', 'covid', 'lockdown', 'disabled', 'people', 'make', 'di']"
2493,2493,1.0,0.9128,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['vishal_more', 'amp', 'inequality', 'using_household', 'expenditure_data', 'collected_by']"
2494,2494,1.0,0.9223,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['drive', 'force', 'variation', 'water', 'footprint', 'covid', 'lockdown']"
2495,2495,3.0,0.4101,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['year', 'business', 'almost', 'exactly', 'year', 'close', 'centre', 'first', 'covid', 'lockdown', 've', 'achieve', 'prepare', 'oscar', 'style', 'speech', 'thank', 'amazing', 'staff', 'know', 'incredible', 'cont']"
2496,2496,0.0,0.7687,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'first', 'covid', 'lockdown', 'disabled', 'people', 'make', 'di']"
2497,2497,0.0,0.7687,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'first', 'covid', 'lockdown', 'disabled', 'people', 'make', 'di']"
2498,2498,3.0,0.8092,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['just', 'breath', 'rocky', 'whole', 'album', 'restore', 'dedicate', 'depressed']"
2499,2499,0.0,0.7687,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'first', 'covid', 'lockdown', 'disabled', 'people', 'make', 'di']"
2500,2500,0.0,0.5228,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'first', 'covid', 'lockdown', 'disabled', 'people', 'make', 'die', 'covid', 're', 'feel', 'way', 'back', 'normal', 'forget', 'devastating', 'impact', 'pandemic', 'disabled', 'community']"
2501,2501,2.0,0.6822,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['covid', 'lockdown', 'blue', 'covid', 'lockdown', 'blue', 'covid', 'lockdown', 'blue', 'glaring', 'daylight']"
2502,2502,1.0,0.8126,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['didn', 'find_out', 'lockdown', 'impose', 'unfaithfully', 'lockdown', 'file', 'leak', 'then', 'covid', 'still', 'government', 'main', 'stick', 'defo', 'use', 'push', 'notification', 'straight', 'phone', 'address']"
2503,2503,1.0,0.9531,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['telemedicine', 'spine', 'patient', 'utilization', 'satisfaction', 'remain', 'high', 'even', 'ease', 'covid', 'lockdown', 'restriction']"
2504,2504,1.0,0.7415,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['reside', 'oyo', 'state', 'seyi', 'refuse', 'play', 'card', 'wickedness', 'people', 'covid', 'lockdown', 'state', 'forefront', 'fight', 'defend', 'state', 'bandict', 'identify', 'people']"
2505,2505,3.0,0.6566,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['month', 'fasting', 'arrived_so', 'let', 'ask_allah', 'ceaseless_assistance', 'support']"
2506,2506,1.0,0.9232,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['millions_surely', 'suspect', 'lockdown', 'fraud', 'believe', 'narrative', 'pretend']"
2507,2507,2.0,0.9185,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['propaganda_relie', 'key_principle', 'inherent', 'virtually', 'official_communication', 'covid', 'fir']"
2508,2508,2.0,0.6278,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['measure', 'outline', 'official', 'covid', 'elimination', 'strategy', 'document', 'physical', 'distancing', 'wide']"
2509,2509,1.0,0.9128,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['vishal_more', 'amp', 'inequality', 'using_household', 'expenditure_data', 'collected_by']"
2510,2510,1.0,0.7064,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['way', 'connect', 'fan', 'even', 'covid', 'impact', 'popularity', 'league', 'let']"
2511,2511,1.0,0.6736,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['way', 'connect', 'fan', 'even', 'covid', 'impact', 'popularity', 'league', 'let', 'lockdown', 'simple', 'turn', 'goa', 'yellow', 'last', 'year', 'see', 'coach', 'create', 'such', 'fan', 'response', 'league']"
2512,2512,2.0,0.7462,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['money', 'market', 'fund', 'mmfs', 'widely', 'use', 'company', 'day', 'day', 'financing', 'purpose', 'mmfs', 'uni']"
2513,2513,2.0,0.4921,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['money', 'market', 'fund', 'mmfs', 'widely', 'use', 'company', 'day', 'day', 'financing', 'purpose', 'mmfs', 'struggle', 'redemption', 'case', 'economy', 'went_into', 'lockdown', 'fight', 'covid', 'march', 'force', 'central', 'bank', 'inject']"
2514,2514,2.0,0.6629,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['user', 'spark', 'discussion', 'twitter', 'ask', 'people', 'thing', 'happen', 'covid', 'lockdown']"
2515,2515,1.0,0.9223,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['shocking_trail', 'bhumi_pednekar', 'film', 'covid', 'lockdown', 'migration_taken', 'series']"
2516,2516,1.0,0.9224,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['shocking_trail', 'bhumi_pednekar', 'film', 'covid', 'lockdown', 'migration_taken', 'series']"
2517,2517,2.0,0.8157,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['trust', 'say', 'now', 'say', 'then', 'say', 'family', 'visit']"
2518,2518,2.0,0.7452,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['trust', 'say', 'now', 'say', 'then', 'say', 'family', 'visit', 'ban', 'trust', 'whole', 'population', 'behave', 'appropriately']"
2519,2519,2.0,0.711,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['say', 'family', 'visit', 'ban', 'trust', 'whole', 'population', 'behave', 'appropriately']"
2520,2520,1.0,0.5769,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['ibsgranada_pregnancy', 'specific_stress', 'first', 'lockdown', 'covid', 'pandemic', 'assess']"
2521,2521,1.0,0.577,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['ibsgranada_pregnancy', 'specific_stress', 'first', 'lockdown', 'covid', 'pandemic', 'assess']"
2522,2522,1.0,0.7974,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['first', 'irregularity', 'notice', 'government', 'medium', 'state', 'covid', 'infectious_disease']"
2523,2523,1.0,0.791,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['ibsgranada_pregnancy', 'specific_stress', 'first', 'lockdown', 'covid', 'pandemic', 'assess', 'face', 'face', 'online', 'recruitment']"
2524,2524,2.0,0.5415,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['uh_game', 'really_just', 'come', 'become', 'big', 'covid', 'lockdown', 'relief', 'make', 'seri']"
2525,2525,1.0,0.9224,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['shocking_trail', 'bhumi_pednekar', 'film', 'covid', 'lockdown', 'migration_taken', 'series']"
2526,2526,1.0,0.4485,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['make', 'film', 'lockdown', 'reflect', 'reality', 'covid']"
2527,2527,1.0,0.4487,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['make', 'film', 'lockdown', 'reflect', 'reality', 'covid']"
2528,2528,0.0,0.739,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['sonu', 'sood', 'real', 'life', 'hero', 'bollywood', 'actor', 'sonu', 'sood', 'help', 'needy', 'covid', 'pandemic', 'lockdown', 'first', 'impose', 'country', 'lockdown', 'keep', 'throw', 'challenge', 'inspire', 'face', 'kindness', 'compassion']"
2529,2529,3.0,0.6566,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['month', 'fasting', 'arrived_so', 'let', 'ask_allah', 'ceaseless_assistance', 'support']"
2530,2530,0.0,0.8043,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['first', 'lockdown']"
2531,2531,0.0,0.6123,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['service', 'warranty', 'condition', 'very', 'poor', 'cheat', 'customer', 'covid', 'face', 'lockdown', 'govt', 'other', 'sector', 'give', 'relaxation']"
2532,2532,2.0,0.9347,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['photo', 'day', 'pair', 'feral', 'pigeon', 'befriend', 'photographer', 'family', 'lockdown']"
2533,2533,2.0,0.5415,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['uh_game', 'really_just', 'come', 'become', 'big', 'covid', 'lockdown', 'relief', 'make', 'seri']"
2534,2534,3.0,0.9111,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['speak', 'truth', 'sheep', 'covid', 'shoot', 'faucilied_faucifile', 'agenda_klausschw']"
2535,2535,0.0,0.9052,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['healthcare', 'head', 'year', 'covid', 'lockdown']"
2536,2536,2.0,0.5415,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['uh_game', 'really_just', 'come', 'become', 'big', 'covid', 'lockdown', 'relief', 'make', 'seri']"
